Full Name,Email,Age,Zip,Phone,Gender,City,State,Password,Street,Major,Courses 1,Course 1 Name,Course 1 Details,Course 1 Section,Course 1 Section Limit,Course 1 HW_No,Course 1 HW_Details,Course 1 HW_Grade,Course 1 EXAM_No,Course 1 Exam_Details,Course 1 EXAM_Grade,Courses 2,Course 2 Name,Course 2 Details,Course 2 Section,Course 2 Section Limit,Course 2 HW_No,Course 2 HW_Details,Course 2 HW_Grade,Course 2 EXAM_No,Course 2 Exam_Details,Course 2 EXAM_Grade,Courses 3,Course 3 Name,Course 3 Details,Course 3 Section,Course 3 Section Limit,Course 3 HW_No,Course 3 HW_Details,Course 3 HW_Grade,Course 3 EXAM_No,Course 3 Exam_Details,Course 3 EXAM_Grade,Teaching Team ID
Miss Tianna Beatty,mt3151@nittany.edu,21,52751,6787335758,F,Grand Mound,Iowa,nruazyy2,285 Dogwood Drive ,DS,CHEM111,Experimental Chemistry,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,95.0,1.0,Closed book exam for 100 marks,61.0,STAT318,Elementary Probability,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,96.0,1.0,Closed book exam for 100 marks,65.0,CHEM110,Environmental Chemistry,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,76.0,1.0,Closed book exam for 100 marks,71.0,51.0
Laurel Bogan,lb8326@nittany.edu,21,94938,6491505606,F,Lagunitas,California,0384qogi,9408 Anderson Court ,CHEM,CMPEN441,Operating Systems,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,87.0,1.0,Closed book exam for 100 marks,66.0,CSE583,Pattern Recognition,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,81.0,1.0,Closed book exam for 100 marks,83.0,EE352,Design of Digital Circuits and Systems,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,98.0,1.0,Closed book exam for 100 marks,70.0,
Lane Hilpert,lh1031@nittany.edu,20,93553,6384088210,M,Pearblossom,California,9wsxm9n2,6 Andover Dr. ,STAT,CMPSC132,Programming and Computation II,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,66.0,1.0,Closed book exam for 100 marks,89.0,CMPSC131,Programming and Computation,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,87.0,1.0,Closed book exam for 100 marks,75.0,CSE583,Pattern Recognition,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,66.0,1.0,Closed book exam for 100 marks,82.0,
Mertie Nicolas,mn1239@nittany.edu,22,32656,8012273265,F,Keystone Heights,Florida,2s38fy1y,655 East Branch Dr. ,CHEM,PHYS211,Thermal Physics,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,68.0,1.0,Closed book exam for 100 marks,75.0,CHEM111,Experimental Chemistry,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,67.0,1.0,Closed book exam for 100 marks,75.0,PHYS212,Solid State Physics,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,70.0,1.0,Closed book exam for 100 marks,90.0,
Karley Abbott Sr.,ka1472@nittany.edu,20,31016,9493739775,F,Culloden,Georgia,2vicyb49,232 W. Homewood Ave. ,ECON,CMPSC475,Applications Programming,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,99.0,1.0,Closed book exam for 100 marks,81.0,MATH231,Vector Calculus,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,97.0,1.0,Closed book exam for 100 marks,81.0,EE211,Circuit Theory,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,80.0,1.0,Closed book exam for 100 marks,99.0,
Tremaine Turcotte III,tt1799@nittany.edu,21,72103,2763080312,M,Mabelvale,Arkansas,v08qy7ak,7450 West Manchester Street ,CMPSC,CMPSC131,Programming and Computation,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,68.0,1.0,Closed book exam for 100 marks,67.0,CMPSC360,Discrete Mathematics for CMPSC,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,69.0,1.0,Closed book exam for 100 marks,84.0,CMPSC461,Programming Language Concepts,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,66.0,1.0,Closed book exam for 100 marks,96.0,
Maci Runolfsson,mr5565@nittany.edu,21,81501,6357040209,F,Grand Junction,Colorado,atpig6cx,461 Heather Street ,IST,EE311,Devices and Circuits I,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,64.0,1.0,Closed book exam for 100 marks,83.0,STAT414,Introduction to Probability Theory,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,80.0,,,,EE353,Applied Electromagnetics,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,78.0,1.0,Closed book exam for 100 marks,80.0,
Miss Aurore Jacobi,ma6036@nittany.edu,18,93242,7172442077,M,Laton,California,ohnzfbua,461 Heather Street ,IST,DS120,Python for data science,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,100.0,1.0,Closed book exam for 100 marks,65.0,EE210,Continuous Time Linear Systems,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,84.0,1.0,Closed book exam for 100 marks,63.0,CMPEN441,Operating Systems,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,93.0,1.0,Closed book exam for 100 marks,86.0,
Ms. Reuben Donnelly,mr9406@nittany.edu,19,46118,1566790236,M,Clayton,Indiana,0ofwccee,361 E. Sierra Street ,CHEM,CMPEN411,VLSI Digital Circuits,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,96.0,1.0,Closed book exam for 100 marks,95.0,EE212,Introduction to Signal Conditioning ,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,99.0,1.0,Closed book exam for 100 marks,78.0,PHYS211,Thermal Physics,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,65.0,1.0,Closed book exam for 100 marks,70.0,26.0
Oren Simonis MD,os4077@nittany.edu,19,80924,5432544725,F,Colorado Springs,Colorado,rbm7nj0l,18 Lakeview Street ,CSE,CMPSC131,Programming and Computation,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,76.0,1.0,Closed book exam for 100 marks,93.0,EE330,Energy Systems,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,66.0,1.0,Closed book exam for 100 marks,85.0,MATH141,Matrices,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,94.0,1.0,Closed book exam for 100 marks,90.0,
Miss Isabell Corwin,mi6642@nittany.edu,18,32204,5917605405,F,Jacksonville,Florida,l6qnsfh8,780 East Redwood Drive ,MATH,PHYS213,General Physics: Electricity and Magnetism,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,92.0,1.0,Closed book exam for 100 marks,66.0,IST558,Data Mining 2,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,95.0,,,,CSE543,Computer Security,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,93.0,1.0,Closed book exam for 100 marks,91.0,
Misty Jenkins,mj1523@nittany.edu,22,85201,6811937505,F,Mesa,Arizona,kl1qwhlb,185 E. Trenton Street ,CMPEN,CMPEN351,Microprocessors,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,85.0,1.0,Closed book exam for 100 marks,71.0,CHEM110,Environmental Chemistry,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,100.0,1.0,Closed book exam for 100 marks,75.0,CMPEN270,Embedded Systems Design,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,75.0,1.0,Closed book exam for 100 marks,96.0,
Priscilla White,pw7815@nittany.edu,20,52747,9306737427,M,Durant,Iowa,yxkcwdgq,18 Lakeview Street ,CSE,CMPSC475,Applications Programming,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,89.0,1.0,Closed book exam for 100 marks,94.0,CMPSC132,Programming and Computation II,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,68.0,1.0,Closed book exam for 100 marks,88.0,CMPEN411,VLSI Digital Circuits,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,79.0,1.0,Closed book exam for 100 marks,100.0,
Jules Oberbrunner,jo5683@nittany.edu,21,52728,8781629198,F,Buffalo,Iowa,e83hpu1t,708 York Dr. ,IST,STAT319,Applied Statistics in Science,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,81.0,1.0,Closed book exam for 100 marks,74.0,IST128,Introduction to Python,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,62.0,1.0,Closed book exam for 100 marks,73.0,CMPSC360,Discrete Mathematics for CMPSC,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,72.0,1.0,Closed book exam for 100 marks,98.0,2.0
King Lebsack,kl1348@nittany.edu,18,31906,5057839967,F,Columbus,Georgia,8wb1rxkk,251 West Sheffield Drive ,STAT,CMPSC497,Introduction to Data Mining,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,80.0,,,,STAT319,Applied Statistics in Science,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,91.0,1.0,Closed book exam for 100 marks,79.0,CMPSC461,Programming Language Concepts,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,81.0,1.0,Closed book exam for 100 marks,72.0,
Naomie Sporer,ns2358@nittany.edu,21,50116,7287859520,F,Hamilton,Iowa,vhqlpsxm,461 Heather Street ,EE,CMPSC465,Data structures and algorithms,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,85.0,1.0,Closed book exam for 100 marks,95.0,PHYS211,Thermal Physics,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,88.0,1.0,Closed book exam for 100 marks,85.0,STAT415,Introduction to Mathematical Statistics,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,100.0,1.0,Closed book exam for 100 marks,90.0,
Vladimir Reichert,vr4622@nittany.edu,19,32359,4456320903,M,Steinhatchee,Florida,x1pcj1lj,7529 Old Sunset Road ,MATH,MATH231,Vector Calculus,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,60.0,1.0,Closed book exam for 100 marks,94.0,IST558,Data Mining 2,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,100.0,,,,IST128,Introduction to Python,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,89.0,1.0,Closed book exam for 100 marks,85.0,
Milford Koepp,mk1572@nittany.edu,20,93260,6098525739,M,Posey,California,0mw55wlu,9659 Rosewood Drive ,STAT,ECON102,Introductory Microeconomic Analysis and Policy,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,91.0,1.0,Closed book exam for 100 marks,81.0,STAT318,Elementary Probability,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,69.0,1.0,Closed book exam for 100 marks,82.0,CMPEN441,Operating Systems,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,82.0,1.0,Closed book exam for 100 marks,81.0,
Trent Schamberger,ts5040@nittany.edu,22,96038,9439374882,M,Grenada,California,nu5j89vv,8687 N. Sleepy Hollow Court ,IST,IST558,Data Mining 2,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,75.0,,,,ECON101,Principles of Economics,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,95.0,1.0,Closed book exam for 100 marks,65.0,MATH141,Matrices,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,77.0,1.0,Closed book exam for 100 marks,88.0,
Meredith Jenkins,mj1117@nittany.edu,20,51555,7361960684,F,Missouri Valley,Iowa,b7vlqf67,119 Harvey Street ,MATH,ECON101,Principles of Economics,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,73.0,1.0,Closed book exam for 100 marks,91.0,MATH141,Matrices,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,71.0,1.0,Closed book exam for 100 marks,61.0,EE340,Design in Communications,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,79.0,,,,
Kaci Parker,kp5214@nittany.edu,20,85706,6326652525,F,Tucson,Arizona,7ju36d6x,608 North Addison St. ,MATH,STAT415,Introduction to Mathematical Statistics,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,96.0,1.0,Closed book exam for 100 marks,66.0,EE330,Energy Systems,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,80.0,1.0,Closed book exam for 100 marks,87.0,MATH141,Matrices,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,93.0,1.0,Closed book exam for 100 marks,93.0,
Macey Emmerich,me4221@nittany.edu,20,32626,8229536304,F,Chiefland,Florida,3bo30fmd,9408 Anderson Court ,PHYS,MATH231,Vector Calculus,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,93.0,1.0,Closed book exam for 100 marks,96.0,CMPSC448,Machine Learning and Algorithmic AI,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,95.0,1.0,Closed book exam for 100 marks,91.0,EE311,Devices and Circuits I,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,98.0,1.0,Closed book exam for 100 marks,72.0,
Lambert Hermiston,lh8743@nittany.edu,20,52335,6754912126,F,South English,Iowa,7w0nvvdk,63 Lake Forest Road ,DS,EE211,Circuit Theory,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,76.0,1.0,Closed book exam for 100 marks,93.0,CMPSC475,Applications Programming,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,85.0,1.0,Closed book exam for 100 marks,87.0,EE353,Applied Electromagnetics,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,86.0,1.0,Closed book exam for 100 marks,63.0,
Kale Ankunding,ka6770@nittany.edu,19,50254,6645075597,M,Thayer,Iowa,zueofsd7,963 Court Road ,CMPEN,EE352,Design of Digital Circuits and Systems,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,87.0,1.0,Closed book exam for 100 marks,71.0,DS120,Python for data science,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,76.0,1.0,Closed book exam for 100 marks,64.0,CHEM111,Experimental Chemistry,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,60.0,1.0,Closed book exam for 100 marks,64.0,
Wiley Anderson,wa5135@nittany.edu,18,33924,6256240304,F,Captiva,Florida,w243ok57,9236 El Dorado St. ,DS,CHEM112,Chemical Principles,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,69.0,1.0,Closed book exam for 100 marks,69.0,EE211,Circuit Theory,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,84.0,1.0,Closed book exam for 100 marks,90.0,CMPEN431,Introduction to Computer Architecture,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,94.0,1.0,Closed book exam for 100 marks,74.0,44.0
Liam Adams,la7071@nittany.edu,20,32968,5343353275,M,Vero Beach,Florida,vbh4oyvh,185 E. Trenton Street ,CHEM,DS220,Data Modelling,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,82.0,1.0,Closed book exam for 100 marks,74.0,STAT318,Elementary Probability,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,85.0,1.0,Closed book exam for 100 marks,75.0,PHYS212,Solid State Physics,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,71.0,1.0,Closed book exam for 100 marks,60.0,
Kaci Lynch,kl9753@nittany.edu,19,32607,3487167058,F,Gainesville,Florida,cv1y6th1,141 Gulf Rd. ,IST,CHEM110,Environmental Chemistry,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,65.0,1.0,Closed book exam for 100 marks,80.0,STAT318,Elementary Probability,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,66.0,1.0,Closed book exam for 100 marks,66.0,EE211,Circuit Theory,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,68.0,1.0,Closed book exam for 100 marks,75.0,
Jett Hamill,jh3336@nittany.edu,21,31823,4484285093,F,Pine Mountain Valley,,s3hc5no3,8378 West Pulaski Ave. ,CHEM,CMPEN362,Communication Networks,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,68.0,1.0,Closed book exam for 100 marks,89.0,EE211,Circuit Theory,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,71.0,1.0,Closed book exam for 100 marks,97.0,MATH141,Matrices,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,92.0,1.0,Closed book exam for 100 marks,78.0,
Simone Brekke,sb1972@nittany.edu,19,39845,1082903503,M,Donalsonville,Georgia,j7r0a57m,308 Mammoth Dr. ,CHEM,IST110,"Introduction to Information, People And Technology",3 Credit Course.,2.0,60,1.0,Turn in this homework online!,99.0,1.0,Closed book exam for 100 marks,65.0,EE211,Circuit Theory,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,90.0,1.0,Closed book exam for 100 marks,71.0,CMPEN351,Microprocessors,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,74.0,1.0,Closed book exam for 100 marks,95.0,
Keshaun Bailey DDS,kb3574@nittany.edu,18,85381,1315556023,F,Peoria,Arizona,rra42qn8,608 North Addison St. ,DS,MATH230,Ordinary and Partial Differential Equations,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,61.0,1.0,Closed book exam for 100 marks,64.0,CMPSC448,Machine Learning and Algorithmic AI,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,78.0,1.0,Closed book exam for 100 marks,80.0,CSE583,Pattern Recognition,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,62.0,1.0,Closed book exam for 100 marks,86.0,
Lavon VonRueden,lv3076@nittany.edu,22,81023,6042639890,F,Beulah,Colorado,v7zygrtm,8378 West Pulaski Ave. ,CHEM,PHYS211,Thermal Physics,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,91.0,1.0,Closed book exam for 100 marks,66.0,CMPEN411,VLSI Digital Circuits,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,84.0,1.0,Closed book exam for 100 marks,64.0,STAT415,Introduction to Mathematical Statistics,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,89.0,1.0,Closed book exam for 100 marks,100.0,
Max Trantow,mt4811@nittany.edu,21,83254,3684776512,M,Montpelier,Idaho,wsm19ofu,7764 Union Avenue ,CMPEN,CMPEN431,Introduction to Computer Architecture,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,88.0,1.0,Closed book exam for 100 marks,60.0,PHYS214,General Physics: Wave Motion and Quantum Physics,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,95.0,1.0,Closed book exam for 100 marks,73.0,EE210,Continuous Time Linear Systems,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,98.0,1.0,Closed book exam for 100 marks,63.0,
Zetta Predovic,zp7831@nittany.edu,20,67801,4088991818,F,Dodge City,Kansas,d3dgrdyb,8401 Green Rd. ,CSE,STAT318,Elementary Probability,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,93.0,1.0,Closed book exam for 100 marks,74.0,CMPSC360,Discrete Mathematics for CMPSC,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,91.0,1.0,Closed book exam for 100 marks,81.0,IST128,Introduction to Python,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,70.0,1.0,Closed book exam for 100 marks,93.0,
Meredith Runolfsdottir,mr1020@nittany.edu,21,91763,7321132322,F,Montclair,California,7parpwv4,119 Harvey Street ,IST,CMPSC465,Data structures and algorithms,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,93.0,1.0,Closed book exam for 100 marks,92.0,EE211,Circuit Theory,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,100.0,1.0,Closed book exam for 100 marks,89.0,CMPEN351,Microprocessors,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,96.0,1.0,Closed book exam for 100 marks,73.0,
Westley Smith,ws6593@nittany.edu,21,32162,5776339450,F,The Villages,Florida,teicrr0i,120 Heritage Lane ,ECON,CMPSC465,Data structures and algorithms,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,90.0,1.0,Closed book exam for 100 marks,63.0,STAT318,Elementary Probability,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,65.0,1.0,Closed book exam for 100 marks,84.0,CMPSC448,Machine Learning and Algorithmic AI,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,89.0,1.0,Closed book exam for 100 marks,87.0,
Laura Windler,lw8769@nittany.edu,22,47868,2157652487,F,Poland,Indiana,4zg52bmc,7450 West Manchester Street ,DS,PHYS211,Thermal Physics,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,63.0,1.0,Closed book exam for 100 marks,79.0,EE311,Devices and Circuits I,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,74.0,1.0,Closed book exam for 100 marks,84.0,CMPEN270,Embedded Systems Design,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,80.0,1.0,Closed book exam for 100 marks,73.0,
Mrs. Shaylee Grady,ms6765@nittany.edu,22,51026,3508749824,F,Hornick,Iowa,r5rdlt3p,232 W. Homewood Ave. ,MATH,CHEM112,Chemical Principles,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,61.0,1.0,Closed book exam for 100 marks,61.0,STAT414,Introduction to Probability Theory,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,98.0,,,,EE212,Introduction to Signal Conditioning ,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,86.0,1.0,Closed book exam for 100 marks,91.0,
Modesto Jast,mj9606@nittany.edu,22,80442,1455462055,M,Fraser,Colorado,hqz70t65,232 W. Homewood Ave. ,CMPSC,IST558,Data Mining 2,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,80.0,,,,CHEM112,Chemical Principles,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,71.0,1.0,Closed book exam for 100 marks,79.0,EE352,Design of Digital Circuits and Systems,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,68.0,1.0,Closed book exam for 100 marks,86.0,
Jayson Conroy,jc4011@nittany.edu,20,93722,5551845582,M,Fresno,California,eo12cwf1,91 S. Gartner Street ,CHEM,ECON101,Principles of Economics,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,93.0,1.0,Closed book exam for 100 marks,87.0,CMPEN331,Computer Organization And Design,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,91.0,1.0,Closed book exam for 100 marks,65.0,CMPSC132,Programming and Computation II,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,75.0,1.0,Closed book exam for 100 marks,71.0,
